event_candidate_id,event_id,story_id,story_name,global_sent_id,sent_id,sentence,predicate_raw,predicate,predicate_normalized,normalized_predicate,predicate_index,predicate_pos,predicate_semantic_class,event_content_class_l1,event_content_class_l2,event_semantic_value,event_acceptance_tier,event_acceptance_reason,semantic_mapping_source,semantic_mapping_confidence,behavior_evidence_count,compound_group_id,compound_type,merged_token_indices,serial_verb_group_id,serial_relation_candidate,subject_text,object_text,time_text,location_text,instrument_text,goal_text,modal_marker,is_modal_only,negation_marker,negated,is_negation_only,causative_marker,causer_text,causee_text,embedded_predicate,is_copula_light,is_directional_fragment,is_attribute_non_event,is_causative_marker_only,event_assertion,state_change_applicable,participant_state_polarity,event_state_polarity,state_target_slot,state_trigger,state_scope_text,state_confidence,predicate_validity_score,argument_completeness_score,boundary_reliability_score,semantic_specificity_score,state_evidence_score,event_confidence,event_check_level,accept_decision,rejection_reason,penalty_reasons,srl_args_json,dep_evidence_json,quality_flags,v1_baseline_reference
EC0000180,EV2_0000029,F0002,炉口的煤渣【中国寓言故事】,37,7,哎，哎…” 废铁悲天悯人的神态，终于激恼了煤渣，它不客气地说道： “据我所看，老弟，你应该回炉才行，不要老在这儿说风凉话了，其实，我也没有时间听你的感叹。,说,说,说,说,40,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,40,,0,,风凉话,,在这儿,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""不要"",36,36],[""ARGM-ADV"",""老"",37,37],[""ARGM-LOC"",""在这儿"",38,39],[""A1"",""风凉话"",41,41]]","{""children"":[{""index"":36,""word"":""不要"",""label"":""ADV""},{""index"":37,""word"":""老"",""label"":""ADV""},{""index"":38,""word"":""在"",""label"":""ADV""},{""index"":41,""word"":""风凉话"",""label"":""VOB""},{""index"":42,""word"":""了"",""label"":""RAD""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000182,EV2_0000030,F0002,炉口的煤渣【中国寓言故事】,37,7,哎，哎…” 废铁悲天悯人的神态，终于激恼了煤渣，它不客气地说道： “据我所看，老弟，你应该回炉才行，不要老在这儿说风凉话了，其实，我也没有时间听你的感叹。,听,听,听,听,50,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,50,,0,我,你的感叹,,,,,,0,没有,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""我"",46,46],[""ARGM-ADV"",""也"",47,47],[""A1"",""你的感叹"",51,53]]","{""children"":[{""index"":53,""word"":""感叹"",""label"":""VOB""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000184,EV2_0000031,F0002,炉口的煤渣【中国寓言故事】,38,8,告诉你，我的一生过得充实而欢乐，从不后悔；,告诉,告诉,告诉,告诉,0,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,0,,0,,你,,,,你,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A2"",""你"",1,1],[""A1"",""我的一生过得充实而欢乐，从不后悔"",3,13]]","{""children"":[{""index"":1,""word"":""你"",""label"":""IOB""},{""index"":2,""word"":""，"",""label"":""WP""},{""index"":6,""word"":""过"",""label"":""VOB""},{""index"":14,""word"":""；"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0000208,EV2_0000032,F0003,赠孟浩然,47,7,少年时鄙视功名不爱官冕车马，高龄白首又归隐山林摒弃尘杂。,爱,爱,爱,爱,5,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,5,,0,功名,官冕车马,,,,,,0,不,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""功名"",3,3],[""ARGM-ADV"",""不"",4,4],[""A1"",""官冕车马"",6,8]]","{""children"":[{""index"":4,""word"":""不"",""label"":""ADV""},{""index"":6,""word"":""官"",""label"":""VOB""},{""index"":7,""word"":""冕"",""label"":""COO""}]}",,03_event_candidates_formal.csv
EC0000266,EV2_0000033,F0004,要成功只需比别人多一点【儿童益智故事】,60,5,”中国的留学生们纷纷退出这场应聘，他们还同时劝说吴鹰不要白费时间和精力了。,白费,白费,白费,白费,17,v,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,4,,,17,,0,,时间和精力,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,OBJ,白费,吴鹰不要白费时间和,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,"[[""A1"",""时间和精力"",18,20]]","{""children"":[{""index"":16,""word"":""不要"",""label"":""ADV""},{""index"":18,""word"":""时间"",""label"":""VOB""},{""index"":21,""word"":""了"",""label"":""RAD""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000272,EV2_0000034,F0004,要成功只需比别人多一点【儿童益智故事】,62,7,那位教授对吴鹰说了这样一段话：其实你在所有的应试者中并不是最好的，但你不像你的那些同学，他们看起来好像很聪明，其实是再愚蠢不过了。,说,说,说,说,5,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,5,,0,那位教授,这样一段话,,对吴鹰,,对吴鹰,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""那位教授"",0,2],[""ARGM-DIR"",""对吴鹰"",3,4],[""A1"",""这样一段话"",7,10]]","{""children"":[{""index"":2,""word"":""教授"",""label"":""SBV""},{""index"":3,""word"":""对"",""label"":""ADV""},{""index"":6,""word"":""了"",""label"":""RAD""},{""index"":10,""word"":""话"",""label"":""VOB""},{""index"":11,""word"":""："",""label"":""WP""},{""index"":21,""word"":""是"",""label"":""COO""},{""index"":49,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000274,EV2_0000035,F0004,要成功只需比别人多一点【儿童益智故事】,62,7,那位教授对吴鹰说了这样一段话：其实你在所有的应试者中并不是最好的，但你不像你的那些同学，他们看起来好像很聪明，其实是再愚蠢不过了。,好,好,好,好,23,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,23,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,好,是最好的,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,"[[""ARGM-ADV"",""并"",19,19],[""ARGM-ADV"",""不"",20,20],[""ARGM-ADV"",""最"",22,22]]","{""children"":[{""index"":22,""word"":""最"",""label"":""ADV""},{""index"":24,""word"":""的"",""label"":""RAD""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000299,EV2_0000036,F0004,要成功只需比别人多一点【儿童益智故事】,65,10,有些人表面看上去很聪明，很会算计成功的成本，但世上从来没有“不付出”、“不吃亏”的成功，所以，他们往往因为过于聪明，过于算计，过于不愿付出，过于不肯吃亏，总是与成功无缘。,成功,成功,成功,成功,11,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,11,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,成功,算计成功的成本,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000302,EV2_0000037,F0004,要成功只需比别人多一点【儿童益智故事】,65,10,有些人表面看上去很聪明，很会算计成功的成本，但世上从来没有“不付出”、“不吃亏”的成功，所以，他们往往因为过于聪明，过于算计，过于不愿付出，过于不肯吃亏，总是与成功无缘。,成功,成功,成功,成功,29,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,29,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,成功,的成功,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":21,""word"":""付出"",""label"":""ATT""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000308,EV2_0000038,F0004,要成功只需比别人多一点【儿童益智故事】,65,10,有些人表面看上去很聪明，很会算计成功的成本，但世上从来没有“不付出”、“不吃亏”的成功，所以，他们往往因为过于聪明，过于算计，过于不愿付出，过于不肯吃亏，总是与成功无缘。,成功,成功,成功,成功,54,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,54,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,成功,总是与成功无缘,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000321,EV2_0000039,F0004,要成功只需比别人多一点【儿童益智故事】,66,11,在不利的情况下，仍不放弃心中的目标，在别人看来似乎不可能的事情上，仍不放弃做出积极的努力，这就是吴鹰在这次应聘中取胜的原因，也是他今后人生成功的一个法宝。,成功,成功,成功,成功,48,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,48,,0,人生,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,SUBJ,成功,今后人生成功的一个,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,[],"{""children"":[{""index"":46,""word"":""今后"",""label"":""ADV""},{""index"":47,""word"":""人生"",""label"":""SBV""},{""index"":49,""word"":""的"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0000322,EV2_0000040,F0004,要成功只需比别人多一点【儿童益智故事】,67,12,成功，有时需要一种笨笨的坚持。,成功,成功,成功,成功,0,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,0,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,成功,成功,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":1,""word"":""，"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0000323,EV2_0000041,F0004,要成功只需比别人多一点【儿童益智故事】,67,12,成功，有时需要一种笨笨的坚持。,需要,需要,需要,需要,3,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,3,,0,成功,一种笨笨的坚持,,,,,需要,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""ARGM-ADV"",""有时"",2,2],[""A1"",""一种笨笨的坚持"",4,8]]","{""children"":[{""index"":0,""word"":""成功"",""label"":""SBV""},{""index"":2,""word"":""有时"",""label"":""ADV""},{""index"":8,""word"":""坚持"",""label"":""VOB""},{""index"":9,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0000337,EV2_0000042,F0004,要成功只需比别人多一点【儿童益智故事】,72,17,他没钱坐车，没钱吃饭，没钱租房，每天清晨从公园的长椅上“起床”，他就向每一个他所碰到的人微笑。,吃饭,吃饭,吃饭,吃饭,8,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,8,,0,他,,,,,,,0,没,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""他"",0,0]]","{""children"":[]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000347,EV2_0000043,F0004,要成功只需比别人多一点【儿童益智故事】,73,18,终于有一天，一个常去公园的大老板对原一平的微笑发生了兴趣，他不明白一个吃不饱饭的人为什么总是那么快乐，于是便和他交谈起来，最终被原一平的微笑所感动，愉快地答应买下一份保单，这是原一平做下的第一笔业务。,明白,明白,明白,明白,22,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,22,,0,他,一个吃不饱饭的人为什么总是那么快乐,,,,,,0,不,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""他"",20,20],[""ARGM-ADV"",""不"",21,21],[""A1"",""一个吃不饱饭的人为什么总是那么快乐"",23,32]]","{""children"":[{""index"":20,""word"":""他"",""label"":""SBV""},{""index"":21,""word"":""不"",""label"":""ADV""},{""index"":32,""word"":""快乐"",""label"":""COO""},{""index"":33,""word"":""，"",""label"":""WP""},{""index"":38,""word"":""交谈"",""label"":""COO""},{""index"":48,""word"":""感动"",""label"":""COO""},{""index"":49,""word"":""，"",""label"":""WP""},{""index"":52,""word"":""答应"",""label"":""COO""},{""index"":58,""word"":""，"",""label"":""WP""},{""index"":60,""word"":""是"",""label"":""COO""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0000348,EV2_0000044,F0004,要成功只需比别人多一点【儿童益智故事】,73,18,终于有一天，一个常去公园的大老板对原一平的微笑发生了兴趣，他不明白一个吃不饱饭的人为什么总是那么快乐，于是便和他交谈起来，最终被原一平的微笑所感动，愉快地答应买下一份保单，这是原一平做下的第一笔业务。,吃,吃,吃,吃,24,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,24,,0,人,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""人"",28,28]]","{""children"":[{""index"":26,""word"":""饱饭"",""label"":""CMP""},{""index"":27,""word"":""的"",""label"":""RAD""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0000350,EV2_0000045,F0004,要成功只需比别人多一点【儿童益智故事】,73,18,终于有一天，一个常去公园的大老板对原一平的微笑发生了兴趣，他不明白一个吃不饱饭的人为什么总是那么快乐，于是便和他交谈起来，最终被原一平的微笑所感动，愉快地答应买下一份保单，这是原一平做下的第一笔业务。,快乐,快乐,快乐,快乐,32,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,32,,0,人,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,SUBJ,快乐,总是那么快乐,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,"[[""ARGM-ADV"",""为什么"",29,29],[""ARGM-ADV"",""总是"",30,30],[""ARGM-ADV"",""那么"",31,31]]","{""children"":[{""index"":28,""word"":""人"",""label"":""SBV""},{""index"":29,""word"":""为什么"",""label"":""ADV""},{""index"":30,""word"":""总是"",""label"":""ADV""},{""index"":31,""word"":""那么"",""label"":""ADV""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0000355,EV2_0000046,F0004,要成功只需比别人多一点【儿童益智故事】,73,18,终于有一天，一个常去公园的大老板对原一平的微笑发生了兴趣，他不明白一个吃不饱饭的人为什么总是那么快乐，于是便和他交谈起来，最终被原一平的微笑所感动，愉快地答应买下一份保单，这是原一平做下的第一笔业务。,答应,答应,答应,答应,52,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,52,,0,,买,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""愉快地"",50,51]]","{""children"":[{""index"":50,""word"":""愉快"",""label"":""ADV""},{""index"":53,""word"":""买"",""label"":""VOB""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0000356,EV2_0000047,F0004,要成功只需比别人多一点【儿童益智故事】,73,18,终于有一天，一个常去公园的大老板对原一平的微笑发生了兴趣，他不明白一个吃不饱饭的人为什么总是那么快乐，于是便和他交谈起来，最终被原一平的微笑所感动，愉快地答应买下一份保单，这是原一平做下的第一笔业务。,买,买,买,买,53,v,获取/占有,TRANSFER_POSSESSION,GAIN_OR_HOLD,schema_valuable,A_SEMANTIC_CHANGE,TRANSFER_POSSESSION:boundary_reliable,semantic_class_rule,0.65,3,,,53,,0,,一份保单,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""一份保单"",55,57]]","{""children"":[{""index"":54,""word"":""下"",""label"":""CMP""},{""index"":57,""word"":""保单"",""label"":""VOB""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0000364,EV2_0000048,F0004,要成功只需比别人多一点【儿童益智故事】,74,19,后来，这位大老板又把原一平介绍给许多商场上的朋友，原一平的微笑感染了越来越多的人，他的业务越做越大，终于在日本创下了保险业务的最高纪录。,给,给,给,给,11,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,11,,0,,上,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,[],"{""children"":[{""index"":14,""word"":""上"",""label"":""POB""}]}",,03_event_candidates_formal.csv
EC0000375,EV2_0000049,F0004,要成功只需比别人多一点【儿童益智故事】,75,20,原来，原一平是用微笑的钥匙，开启了成功的大门。,成功,成功,成功,成功,13,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,13,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,成功,开启了成功的大门,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":14,""word"":""的"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0000376,EV2_0000050,F0004,要成功只需比别人多一点【儿童益智故事】,76,21,他的成功秘诀，就是不管在任何环境下，都保持微笑。,成功,成功,成功,成功,2,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,2,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,成功,他的成功秘诀,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0000383,EV2_0000051,F0004,要成功只需比别人多一点【儿童益智故事】,77,22,比别人“多”出一份力气 香港亿万富翁余彭年于2003年启动了“彭年光明行动”，计划用3至5年的时间，捐赠5亿元人民币，为中国贫困地区的白内障患者免费实施白内障复明手术。,计划,计划,计划,计划,20,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,20,,0,,捐赠实施,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,[],"{""children"":[{""index"":29,""word"":""捐赠"",""label"":""VOB""},{""index"":42,""word"":""实施"",""label"":""VOB""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0000394,EV2_0000052,F0004,要成功只需比别人多一点【儿童益智故事】,79,24,一到星期六和星期天，别的勤杂工都跑出去逛街、游玩，而余彭年考虑到周六、周日也时常有人加班，于是照常坚持打扫卫生，给加班的工作人员一个干净、舒适的环境。,跑,跑,跑,跑,9,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,2,,,9,,0,别的勤杂工,,一到星期六和星期天,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-TMP"",""一到星期六和星期天"",0,4],[""A0"",""别的勤杂工"",6,7],[""ARGM-ADV"",""都"",8,8]]","{""children"":[{""index"":1,""word"":""到"",""label"":""ADV""},{""index"":7,""word"":""勤杂工"",""label"":""SBV""},{""index"":8,""word"":""都"",""label"":""ADV""},{""index"":10,""word"":""出去"",""label"":""CMP""},{""index"":11,""word"":""逛"",""label"":""COO""},{""index"":15,""word"":""，"",""label"":""WP""},{""index"":18,""word"":""考虑"",""label"":""COO""},{""index"":27,""word"":""，"",""label"":""WP""},{""index"":30,""word"":""坚持"",""label"":""COO""},{""index"":45,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
